product_id,product_name,category,cost_price,selling_price,discount,stock,monthly_sales,demand_level,rating,supplier_lead_time
P112,HDMI Cable 2m (P112),Accessories,332.0,477.0,12.0,170,91,MEDIUM,3.6,3
P113,Smart Ring Health (P113),Wearables,14586.0,22447.0,18.0,74,100,HIGH,4.1,5
P114,Gaming Capture Card (P114),Gaming,11736.0,16013.0,20.0,49,152,HIGH,4.3,6
P115,Edge AI Device (P115),IT Hardware,58087.0,69163.0,10.0,171,79,MEDIUM,3.5,13
P116,Monitor Arm Single (P116),Accessories,5477.0,8313.0,20.0,78,139,HIGH,4.9,6
P117,Racing Wheel (P117),Gaming,10908.0,14819.0,20.0,14,40,LOW,4.1,10
P118,External HDD 4TB (P118),Storage,8105.0,11933.0,18.0,159,140,MEDIUM,3.9,2
P119,Noise Cancelling Earbuds (P119),Audio,6844.0,9562.0,20.0,76,214,HIGH,4.0,10
P120,Stream Deck (P120),Gaming,15187.0,19729.0,10.0,64,161,HIGH,3.9,8
P121,Monitor 27 Inch (P121),Electronics,19958.0,28758.0,18.0,196,124,MEDIUM,5.0,14
P122,Chromebook HP (P122),Electronics,27023.0,37788.0,5.0,27,212,HIGH,4.3,14
P123,Chromebook HP (P123),Electronics,26100.0,37121.0,8.0,26,21,LOW,4.4,13
P124,Mouse Pad XL (P124),Accessories,826.0,1237.0,18.0,19,224,HIGH,4.4,5
P125,Wired Earphones (P125),Audio,773.0,1036.0,5.0,71,125,HIGH,3.7,6
P126,Laptop Lenovo ThinkPad (P126),Electronics,52541.0,63089.0,15.0,92,58,MEDIUM,4.3,16
P127,SSD SATA 1TB (P127),Storage,6078.0,8543.0,18.0,157,70,MEDIUM,4.9,4
P128,4G LTE Router (P128),Networking,6414.0,8659.0,2.0,51,219,HIGH,4.5,4
P129,Laptop Bag 15 Inch (P129),Accessories,1745.0,2697.0,12.0,94,94,MEDIUM,4.2,6
P130,WiFi Extender (P130),Networking,2309.0,2816.0,18.0,105,113,MEDIUM,5.0,6
P131,Graphics Card RTX 4070 (P131),Electronics,50490.0,70150.0,2.0,51,227,HIGH,4.7,10
P132,Security Alarm System (P132),Security,9314.0,11646.0,12.0,198,132,MEDIUM,4.5,7
P133,Gaming Mouse RGB (P133),Accessories,2325.0,3123.0,15.0,105,51,MEDIUM,4.0,8
P134,SSD NVMe 1TB (P134),Storage,7529.0,10387.0,15.0,72,74,MEDIUM,3.9,9
P135,Noise Cancelling Earbuds (P135),Audio,9417.0,13914.0,20.0,43,136,HIGH,4.8,8
P136,Gaming Capture Card (P136),Gaming,8542.0,11327.0,12.0,124,98,MEDIUM,4.5,6
P137,Video Doorbell (P137),Security,6878.0,10509.0,5.0,36,100,MEDIUM,4.4,13
P138,Kids Smart Watch (P138),Wearables,3053.0,3674.0,20.0,67,177,HIGH,3.7,2
P139,Tablet Samsung Tab (P139),Electronics,41943.0,51295.0,10.0,64,134,HIGH,4.2,17
P140,Stream Deck (P140),Gaming,16111.0,23342.0,18.0,155,146,MEDIUM,4.4,6
P141,Monitor 32 Inch 4K (P141),Electronics,31694.0,42614.0,10.0,62,125,HIGH,4.3,17
P142,Smart Watch Android (P142),Wearables,6792.0,8492.0,5.0,26,216,HIGH,4.5,2
P143,Monitor 27 Inch (P143),Electronics,15949.0,19563.0,10.0,18,40,LOW,4.4,20
P144,Ethernet Cable Cat6 (P144),Networking,432.0,636.0,2.0,13,14,LOW,4.3,4
P145,Wireless Mouse Logitech (P145),Accessories,592.0,777.0,10.0,74,42,MEDIUM,3.9,4
P146,Projector 4K (P146),Office,58069.0,69887.0,20.0,28,231,HIGH,4.2,8
P147,CCTV Camera IP (P147),Security,4173.0,6327.0,12.0,45,43,MEDIUM,5.0,11
P148,Label Printer (P148),Office,4345.0,6272.0,20.0,25,10,LOW,4.4,6
P149,SSD NVMe 2TB (P149),Storage,15746.0,21991.0,15.0,165,116,MEDIUM,3.9,10
P150,Video Doorbell (P150),Security,4347.0,6258.0,10.0,135,69,MEDIUM,4.0,12
P151,UPS 2000VA (P151),Office,12648.0,16387.0,15.0,69,87,MEDIUM,4.5,12
P152,Mechanical Keyboard RGB (P152),Accessories,5995.0,7281.0,5.0,63,87,MEDIUM,4.3,10
P153,Gaming Capture Card (P153),Gaming,12020.0,16011.0,18.0,51,113,HIGH,4.4,7
P154,USB Hub 4 Port (P154),Accessories,654.0,809.0,20.0,27,11,LOW,4.8,7
P155,Webcam 4K (P155),Accessories,4722.0,6982.0,2.0,98,124,MEDIUM,3.5,6
P156,Home Theatre 5.1 (P156),Audio,22914.0,28577.0,8.0,47,91,MEDIUM,3.7,2
P157,Screen Cleaner Kit (P157),Accessories,204.0,272.0,15.0,25,24,LOW,4.7,3
P158,Chromebook HP (P158),Electronics,23574.0,33206.0,5.0,32,47,LOW,4.2,14
P159,Shredder Office (P159),Office,4147.0,5680.0,15.0,181,76,MEDIUM,4.2,15
P160,Bluetooth Headphones (P160),Audio,2707.0,4180.0,2.0,18,24,LOW,4.7,6
P161,Home Theatre 5.1 (P161),Audio,19680.0,26844.0,18.0,39,29,LOW,4.6,10
P162,Gaming Capture Card (P162),Gaming,8432.0,12638.0,2.0,49,98,MEDIUM,4.8,8
P163,Video Doorbell (P163),Security,6483.0,8652.0,5.0,73,81,MEDIUM,4.7,14
P164,Edge AI Device (P164),IT Hardware,69834.0,84681.0,5.0,30,42,LOW,4.3,13
P165,Noise Cancelling Earbuds (P165),Audio,7028.0,9159.0,8.0,12,45,LOW,4.3,5
P166,VR Headset Meta (P166),Wearables,38183.0,56626.0,8.0,21,14,LOW,3.8,4
P167,HDMI Cable 2m (P167),Accessories,581.0,821.0,20.0,72,248,HIGH,4.5,7
P168,Fitness Tracker Band (P168),Wearables,2248.0,3043.0,12.0,60,114,HIGH,4.3,6
P169,KVM Switch 4 Port (P169),IT Hardware,5150.0,6780.0,12.0,37,10,LOW,4.1,16
P170,Gaming Chair RGB (P170),Gaming,11148.0,16495.0,10.0,158,100,MEDIUM,3.7,2
P171,Server Tower (P171),IT Hardware,107439.0,160066.0,5.0,40,62,MEDIUM,3.9,14
P172,Serial Console Server (P172),IT Hardware,23227.0,28772.0,15.0,67,199,HIGH,4.7,17
P173,CCTV Camera IP (P173),Security,4315.0,6125.0,5.0,128,111,MEDIUM,3.9,15
P174,NVR 8 Channel (P174),Security,14667.0,20469.0,8.0,65,179,HIGH,3.7,6
P175,USB Microphone (P175),Audio,4630.0,6820.0,8.0,164,146,MEDIUM,3.6,8
P176,Gaming Capture Card (P176),Gaming,8109.0,10495.0,10.0,154,138,MEDIUM,3.8,4
P177,External HDD 4TB (P177),Storage,8183.0,12042.0,2.0,188,138,MEDIUM,3.7,8
P178,SSD SATA 1TB (P178),Storage,6097.0,8757.0,8.0,135,45,MEDIUM,4.0,5
P179,PDU Smart (P179),IT Hardware,9710.0,14147.0,20.0,24,20,LOW,4.9,19
P180,Mini PC i5 (P180),IT Hardware,26782.0,40988.0,20.0,127,76,MEDIUM,4.3,13
P181,SSD NVMe 1TB (P181),Storage,10205.0,12564.0,12.0,28,35,LOW,4.3,3
P182,Gaming Desk L-Shape (P182),Gaming,14851.0,21717.0,12.0,67,105,MEDIUM,4.7,3
P183,4G LTE Router (P183),Networking,7154.0,10905.0,18.0,28,37,LOW,3.9,3
P184,Smart Watch GPS (P184),Wearables,8169.0,12453.0,15.0,19,135,HIGH,3.9,9
P185,Portable SSD 1TB (P185),Storage,10611.0,14937.0,5.0,14,18,LOW,4.3,10
P186,Printer Laser Color (P186),Office,25762.0,32664.0,5.0,34,31,LOW,3.6,12
P187,IP Camera Outdoor (P187),Security,3549.0,4865.0,10.0,139,77,MEDIUM,3.5,10
P188,Firewall Router (P188),Networking,15333.0,21862.0,5.0,47,86,MEDIUM,4.9,10
P189,Controller Wireless (P189),Gaming,5162.0,6837.0,20.0,28,29,LOW,3.9,2
P190,Apple Watch Series 8 (P190),Wearables,38448.0,55795.0,5.0,32,185,HIGH,3.6,10
P191,Fitness Tracker Band (P191),Wearables,2912.0,4174.0,20.0,64,143,MEDIUM,3.6,9
P192,Tablet Samsung Tab (P192),Electronics,30822.0,45392.0,2.0,161,79,MEDIUM,4.1,20
P193,Gaming LED Strip (P193),Gaming,1529.0,2230.0,10.0,26,8,LOW,3.9,7
P194,UPS 2000VA (P194),Office,12717.0,19216.0,18.0,157,63,MEDIUM,4.5,10
P195,Racing Wheel (P195),Gaming,13608.0,19718.0,5.0,76,145,MEDIUM,4.3,7
P196,Mechanical Keyboard RGB (P196),Accessories,4484.0,5782.0,20.0,72,94,MEDIUM,4.5,7
P197,Server 1U Rack (P197),IT Hardware,76804.0,116534.0,18.0,9,8,LOW,4.5,13
P198,Health Monitor Watch (P198),Wearables,10005.0,14321.0,2.0,33,43,LOW,3.6,3
P199,Ethernet Cable Cat6 (P199),Networking,309.0,473.0,2.0,145,126,MEDIUM,4.9,7
P200,Server Tower (P200),IT Hardware,97957.0,134779.0,18.0,93,75,MEDIUM,4.9,7
P201,Memory Card 128GB (P201),Storage,1014.0,1539.0,5.0,33,21,LOW,3.8,6
P202,Mini PC i5 (P202),IT Hardware,23594.0,35286.0,20.0,33,50,LOW,5.0,19
P203,VR Headset Meta (P203),Wearables,37934.0,52482.0,12.0,37,140,HIGH,4.7,10
P204,WiFi Router AX3000 (P204),Networking,6160.0,9074.0,10.0,61,106,HIGH,4.3,7
P205,Serial Console Server (P205),IT Hardware,19298.0,29085.0,5.0,152,131,MEDIUM,4.3,19
P206,Document Camera (P206),Office,8443.0,13000.0,5.0,162,127,MEDIUM,4.0,13
P207,NVR 8 Channel (P207),Security,18142.0,22274.0,2.0,34,232,HIGH,4.0,7
P208,Smart Watch GPS (P208),Wearables,10076.0,15397.0,12.0,40,164,HIGH,4.5,10
P209,True Wireless Earbuds (P209),Audio,4063.0,5718.0,5.0,181,61,MEDIUM,4.9,4
P210,Portable SSD 500GB (P210),Storage,6873.0,10404.0,15.0,20,244,HIGH,4.7,2
P211,Gaming Mouse RGB (P211),Accessories,3413.0,5001.0,12.0,176,138,MEDIUM,4.1,2
P212,GPU Compute Card (P212),IT Hardware,83004.0,117659.0,12.0,133,143,MEDIUM,3.9,8
P213,Smartphone Samsung S23 (P213),Electronics,62473.0,84912.0,10.0,110,58,MEDIUM,4.8,12
P214,AR Glasses (P214),Wearables,48008.0,63231.0,5.0,61,99,MEDIUM,3.9,5
P215,External HDD 4TB (P215),Storage,7202.0,11018.0,18.0,25,15,LOW,4.9,7
P216,Mesh WiFi System (P216),Networking,10491.0,14377.0,20.0,17,227,HIGH,3.6,8
P217,Gaming LED Strip (P217),Gaming,2457.0,3095.0,15.0,36,23,LOW,4.4,9
P218,USB Microphone (P218),Audio,3525.0,4300.0,8.0,66,193,HIGH,4.0,8
P219,Digital Camera DSLR (P219),Electronics,47551.0,62488.0,12.0,33,37,LOW,4.6,11
P220,Dash Camera 4K (P220),Security,3333.0,5135.0,18.0,172,83,MEDIUM,4.9,7
P221,Firewall Router (P221),Networking,16073.0,21940.0,2.0,26,50,LOW,4.7,10
P222,Workstation Dell (P222),IT Hardware,85007.0,116522.0,15.0,35,181,HIGH,4.1,16
P223,Condenser Mic Studio (P223),Audio,10018.0,14891.0,20.0,151,78,MEDIUM,4.7,7
P224,Apple Watch Series 8 (P224),Wearables,44799.0,62538.0,2.0,197,73,MEDIUM,4.7,5
P225,Digital Camera DSLR (P225),Electronics,46168.0,63433.0,18.0,20,48,LOW,3.5,18
P226,Laptop Stand Adjustable (P226),Accessories,1230.0,1594.0,8.0,135,66,MEDIUM,4.3,9
P227,Chromebook HP (P227),Electronics,27187.0,37723.0,20.0,74,80,MEDIUM,4.2,15
P228,Health Monitor Watch (P228),Wearables,7771.0,11389.0,12.0,93,64,MEDIUM,3.9,6
P229,Network Switch 16 Port (P229),Networking,11856.0,17082.0,20.0,173,84,MEDIUM,4.9,6
P230,Gaming Headset 7.1 (P230),Audio,4606.0,6361.0,18.0,52,137,HIGH,3.6,3
P231,Smart Glasses (P231),Wearables,30528.0,44464.0,10.0,22,39,LOW,4.9,6
P232,External HDD 4TB (P232),Storage,9463.0,13221.0,10.0,19,38,LOW,4.5,2
P233,Power Bank 30000mAh (P233),Accessories,2461.0,3334.0,8.0,15,40,LOW,4.1,9
P234,GPU Compute Card (P234),IT Hardware,71582.0,109996.0,15.0,10,8,LOW,4.5,10
P235,Gaming Chair RGB (P235),Gaming,14393.0,17916.0,8.0,65,109,HIGH,4.7,4
P236,Bluetooth Headphones (P236),Audio,2221.0,3088.0,5.0,51,185,HIGH,4.2,10
P237,Gaming LED Strip (P237),Gaming,2356.0,2897.0,20.0,26,12,LOW,3.7,9
P238,Noise Cancelling Earbuds (P238),Audio,6338.0,9206.0,12.0,79,136,MEDIUM,3.8,8
P239,Projector 4K (P239),Office,63854.0,84818.0,5.0,35,13,LOW,4.0,8
P240,Tablet iPad Air (P240),Electronics,61521.0,82764.0,12.0,16,177,HIGH,3.9,12
P241,WiFi Router AC1200 (P241),Networking,2368.0,3202.0,8.0,109,104,MEDIUM,4.5,6
P242,Kids Smart Watch (P242),Wearables,3052.0,4682.0,20.0,28,43,LOW,4.1,10
P243,Serial Console Server (P243),IT Hardware,26020.0,38652.0,10.0,50,116,MEDIUM,4.3,15
P244,Apple Watch Series 8 (P244),Wearables,44172.0,53957.0,10.0,72,59,MEDIUM,4.0,10
P245,Server Tower (P245),IT Hardware,102212.0,147723.0,20.0,33,37,LOW,4.7,14
P246,Memory Card 256GB (P246),Storage,1499.0,2082.0,20.0,35,79,MEDIUM,4.1,2
P247,Firewall Router (P247),Networking,12584.0,16822.0,5.0,47,47,MEDIUM,5.0,9
P248,Tablet Samsung Tab (P248),Electronics,33724.0,49389.0,18.0,144,88,MEDIUM,4.8,21
P249,UPS 2000VA (P249),Office,9401.0,14447.0,8.0,60,84,MEDIUM,3.8,13
P250,Projector 4K (P250),Office,58438.0,90119.0,2.0,74,176,HIGH,4.5,13
P251,Projector 4K (P251),Office,65240.0,82527.0,20.0,78,75,MEDIUM,4.9,6
P252,Graphics Card RX 6700 (P252),Electronics,41839.0,63863.0,2.0,11,9,LOW,4.4,14
P253,CCTV Camera IP (P253),Security,3063.0,3664.0,20.0,8,18,LOW,3.7,9
P254,Firewall Router (P254),Networking,14551.0,20389.0,15.0,38,14,LOW,3.8,6
P255,Bluetooth Headphones (P255),Audio,3480.0,4868.0,8.0,172,94,MEDIUM,4.2,7
P256,Projector 4K (P256),Office,63606.0,84853.0,8.0,39,16,LOW,4.2,8
P257,Noise Cancelling Earbuds (P257),Audio,6150.0,8311.0,2.0,172,93,MEDIUM,4.3,8
P258,Network Switch 16 Port (P258),Networking,9017.0,12798.0,20.0,39,123,HIGH,3.6,8
P259,Dash Camera 4K (P259),Security,3111.0,3755.0,10.0,107,82,MEDIUM,4.9,5
P260,Network Switch 8 Port (P260),Networking,4424.0,5412.0,20.0,65,152,HIGH,4.9,10
P261,Smart Ring Health (P261),Wearables,15045.0,20724.0,15.0,161,86,MEDIUM,4.8,9
P262,Backpack Gaming (P262),Accessories,2795.0,3629.0,10.0,41,92,MEDIUM,4.3,5
P263,External HDD 2TB (P263),Storage,5204.0,7941.0,18.0,26,17,LOW,3.8,5
P264,Serial Console Server (P264),IT Hardware,24546.0,35184.0,12.0,77,225,HIGH,4.2,18
P265,Fitness Tracker Band (P265),Wearables,1738.0,2402.0,8.0,22,238,HIGH,4.3,3
P266,Laptop Dell i7 (P266),Electronics,62011.0,92504.0,10.0,5,14,LOW,3.8,14
P267,Smart Watch Android (P267),Wearables,7780.0,11100.0,20.0,31,42,MEDIUM,4.3,8
P268,Laptop Dell i7 (P268),Electronics,64000.0,82026.0,12.0,32,49,LOW,4.7,21
P269,External HDD 4TB (P269),Storage,10672.0,14664.0,10.0,21,38,LOW,4.7,6
P270,Printer Laser Color (P270),Office,21731.0,28907.0,10.0,53,157,HIGH,4.5,6
P271,MacBook Pro M2 (P271),Electronics,125132.0,165118.0,20.0,15,5,LOW,3.6,20
P272,Label Printer (P272),Office,6510.0,9045.0,5.0,44,110,HIGH,3.8,14
P273,Mini PC i7 (P273),IT Hardware,35931.0,43387.0,12.0,19,244,HIGH,3.8,20
P274,Smart Watch Android (P274),Wearables,9327.0,13032.0,18.0,35,176,HIGH,4.3,8
P275,Gaming Capture Card (P275),Gaming,10303.0,14978.0,5.0,43,84,MEDIUM,3.6,5
P276,Mouse Pad XL (P276),Accessories,703.0,989.0,18.0,18,183,HIGH,4.5,9
P277,Mini PC i5 (P277),IT Hardware,26626.0,40690.0,18.0,29,42,LOW,3.6,16
P278,Wired Earphones (P278),Audio,757.0,916.0,8.0,192,140,MEDIUM,3.7,8
P279,VR Headset Meta (P279),Wearables,29492.0,34857.0,12.0,99,137,MEDIUM,3.7,3
P280,Pen Drive 128GB (P280),Storage,1059.0,1467.0,18.0,27,10,LOW,4.3,7
